Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,Rating_num
one and done,https://www.mountainproject.com/route/124460364/one-and-done,3.0,5.10,1,35.0,37.7613,-111.89991,True,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False,10.5
Karmacoma,https://www.mountainproject.com/route/124489246/karmacoma,2.0,5.10,1,40.0,37.7613,-111.89991,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False,10.5
OW Corner,https://www.mountainproject.com/route/122169115/ow-corner,2.0,5.10-,1,35.0,37.76283,-111.67713,False,False,Utah,South Central Utah,Grand Staircase,Rocky Shores,,False,False,False,False,False,False,10.3
An Engaged Line,https://www.mountainproject.com/route/114033391/an-engaged-line,2.0,5.10,1,45.0,37.47393,-111.85954,True,False,Utah,South Central Utah,Grand Staircase,Butler Valley,Petrified Tower,False,False,False,False,False,False,10.5
Vicious Dog Attack,https://www.mountainproject.com/route/116726789/vicious-dog-attack,2.0,5.10a,1,40.0,37.07572,-112.00348,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Swoop Wall,False,False,False,False,False,False,10.2
Grizzly Chizzly,https://www.mountainproject.com/route/116731639/grizzly-chizzly,1.5,5.10a,1,50.0,37.07572,-112.00348,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Swoop Wall,False,False,False,False,False,False,10.2
Cat 'll Own Ya,https://www.mountainproject.com/route/116727581/cat-ll-own-ya,2.0,5.10b,1,40.0,37.07572,-112.00348,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Swoop Wall,False,False,False,False,False,False,10.4
Given to Fly,https://www.mountainproject.com/route/116731823/given-to-fly,2.0,5.10b,1,40.0,37.07572,-112.00348,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Swoop Wall,False,False,False,False,False,False,10.4
Bacon Strip,https://www.mountainproject.com/route/116751519/bacon-strip,3.5,5.10b,1,50.0,37.07603,-112.00355,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Carrot Buttress,False,False,True,False,False,False,10.4
Jackhammer Johnston,https://www.mountainproject.com/route/116751464/jackhammer-johnston,3.0,5.10b/c,1,40.0,37.07603,-112.00355,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Carrot Buttress,False,False,True,False,False,False,10.5
Farting Dust,https://www.mountainproject.com/route/122122628/farting-dust,2.0,5.10a,1,80.0,37.07707,-112.00433,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Farallon del Panzon,False,False,False,False,False,False,10.2
Keystone's Heineskin,https://www.mountainproject.com/route/122482971/keystones-heineskin,2.0,5.10a,1,70.0,37.07659,-112.00461,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Beer Bellies,False,False,False,False,False,False,10.2
Tower Station Situation,https://www.mountainproject.com/route/124062056/tower-station-situation,2.0,5.10a,1,80.0,37.07651,-112.00452,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Beer Bellies,False,False,False,False,False,False,10.2
Sunburn Crack,https://www.mountainproject.com/route/109283856/sunburn-crack,2.0,5.10,1,60.0,37.48061,-110.63538,False,False,Utah,South Central Utah,Glen Canyon,Lake Powell,Bullfrog Bay Area,False,False,False,False,False,False,10.5
"Blah, Blah, Blah",https://www.mountainproject.com/route/105845997/blah-blah-blah,2.1,5.10a,1,75.0,40.74985,-110.87912,False,False,Utah,Northeast Utah,Uinta Mountains,Stone Garden,,False,False,False,False,False,False,10.2
Ceremonial Execution,https://www.mountainproject.com/route/106006589/ceremonial-execution,2.6,5.10a,1,75.0,40.74985,-110.87912,False,False,Utah,Northeast Utah,Uinta Mountains,Stone Garden,,False,False,False,False,False,False,10.2
Tortured Screams,https://www.mountainproject.com/route/106006593/tortured-screams,2.8,5.10b,1,75.0,40.74985,-110.87912,False,False,Utah,Northeast Utah,Uinta Mountains,Stone Garden,,False,False,False,False,False,False,10.4
Unknown,https://www.mountainproject.com/route/119517281/unknown,2.9,5.10b,1,35.0,40.74985,-110.87912,False,False,Utah,Northeast Utah,Uinta Mountains,Stone Garden,,False,False,False,False,False,False,10.4
A Dream within a Dream,https://www.mountainproject.com/route/105998219/a-dream-within-a-dream,2.0,5.10a,1,40.0,40.7473,-110.511,False,False,Utah,Northeast Utah,Uinta Mountains,Picturesque Wall,,False,False,True,False,False,False,10.2
Black Elk,https://www.mountainproject.com/route/105741140/black-elk,3.4,5.10a,1,70.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False,10.2
Sacred Hoop,https://www.mountainproject.com/route/105741146/sacred-hoop,2.8,5.10a,1,60.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False,10.2
Indian Summer,https://www.mountainproject.com/route/105993618/indian-summer,2.3,5.10-,1,65.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False,10.3
Tribal Warfare,https://www.mountainproject.com/route/106500331/tribal-warfare,2.7,5.10b,1,55.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False,10.4
Unknown,https://www.mountainproject.com/route/106504335/unknown,2.2,5.10b,1,75.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False,10.4
Makhpiya-Luta,https://www.mountainproject.com/route/106580473/makhpiya-luta,2.4,5.10a,1,40.0,40.7313,-110.87607,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Chief Wall,False,False,False,False,False,False,10.2
Chief Mo'o-wai (Shaking Hand),https://www.mountainproject.com/route/109475288/chief-moo-wai-shaking-hand,2.1,5.10a,1,45.0,40.7313,-110.87607,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Chief Wall,False,False,False,False,False,False,10.2
Chief Salad,https://www.mountainproject.com/route/109475359/chief-salad,2.8,5.10a,1,45.0,40.7313,-110.87607,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Chief Wall,False,False,False,False,False,False,10.2
Chief Sick-ee-Gnar,https://www.mountainproject.com/route/109475403/chief-sick-ee-gnar,2.8,5.10a,1,40.0,40.7313,-110.87607,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Chief Wall,False,False,False,False,False,False,10.2
The Last Warrior,https://www.mountainproject.com/route/106559455/the-last-warrior,2.6,5.10b,1,60.0,40.73053,-110.87939,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Warrior Wall,False,False,False,False,False,False,10.4
Silent Warrior,https://www.mountainproject.com/route/106897064/silent-warrior,1.8,5.10b,1,35.0,40.73053,-110.87939,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Warrior Wall,False,False,False,False,False,False,10.4
Don't Question Me or I'll Kill You Right Now,https://www.mountainproject.com/route/106011987/dont-question-me-or-ill-kill-you-right-now,2.4,5.10a,1,70.0,40.73063,-110.87969,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Assassin Wall,False,False,False,False,False,False,10.2
Running Bare,https://www.mountainproject.com/route/119446356/running-bare,2.4,5.10a,-1,70.0,40.73076,-110.87897,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Last Stand Wall,False,False,False,False,False,False,10.2
Sweat Lodge,https://www.mountainproject.com/route/106500340/sweat-lodge,3.0,5.10b,1,50.0,40.73076,-110.87897,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Last Stand Wall,False,False,False,False,False,False,10.4
Unknown 2,https://www.mountainproject.com/route/107185544/unknown-2,2.0,5.10b,1,30.0,40.7473,-110.511,False,False,Utah,Northeast Utah,Uinta Mountains,The Portal,The Portal Wall,False,False,False,False,False,False,10.4
Sweet Lady J,https://www.mountainproject.com/route/119616261/sweet-lady-j,2.9,5.10a,1,50.0,40.6879,-110.9686,False,False,Utah,Northeast Utah,Uinta Mountains,Cliff Lake,,False,False,True,False,False,False,10.2
Squanto,https://www.mountainproject.com/route/106196082/squanto,2.1,5.10,1,60.0,40.6879,-110.9686,False,False,Utah,Northeast Utah,Uinta Mountains,Cliff Lake,,False,False,False,False,False,False,10.5
Jax in the Box,https://www.mountainproject.com/route/106046713/jax-in-the-box,2.4,5.10b,1,35.0,40.6674,-110.9691,False,False,Utah,Northeast Utah,Uinta Mountains,Jax Cliff,,False,False,False,False,False,False,10.4
Guillotine,https://www.mountainproject.com/route/106514538/guillotine,2.5,5.10b,1,70.0,40.7473,-110.511,False,False,Utah,Northeast Utah,Uinta Mountains,Scout Lake,,False,False,False,False,False,False,10.4
Blues Streak,https://www.mountainproject.com/route/107263620/blues-streak,2.8,5.10b,1,80.0,40.7473,-110.511,False,False,Utah,Northeast Utah,Uinta Mountains,Scout Lake,,False,False,False,False,False,False,10.4
Lustography,https://www.mountainproject.com/route/107263663/lustography,2.0,5.10b,1,30.0,40.7473,-110.511,False,False,Utah,Northeast Utah,Uinta Mountains,Scout Lake,,False,False,False,False,False,False,10.4
Retriever,https://www.mountainproject.com/route/107263687/retriever,1.0,5.10-,1,60.0,40.67989,-110.88505,False,False,Utah,Northeast Utah,Uinta Mountains,Wall Of Tiers,,False,False,False,False,False,False,10.3
Thor's Unhappy,https://www.mountainproject.com/route/106263643/thors-unhappy,2.8,5.10a,1,65.0,40.72378,-110.87756,False,False,Utah,Northeast Utah,Uinta Mountains,Castle Lake,,True,False,False,False,False,False,10.2
The Straw,https://www.mountainproject.com/route/106712039/the-straw,2.6,5.10b,1,55.0,40.72378,-110.87756,False,False,Utah,Northeast Utah,Uinta Mountains,Castle Lake,,True,False,False,False,False,False,10.4
Neophyte,https://www.mountainproject.com/route/106495639/neophyte,2.9,5.10b,1,60.0,40.70396,-110.9349,False,False,Utah,Northeast Utah,Uinta Mountains,Notch Lake,The Getaway Wall,False,False,False,False,False,False,10.4
Wish You Were Here,https://www.mountainproject.com/route/106559555/wish-you-were-here,3.4,5.10b,1,90.0,40.70027,-110.89817,False,False,Utah,Northeast Utah,Uinta Mountains,Moosehorn,The Moore Wall,False,True,False,False,False,False,10.4
Psycho City Kid,https://www.mountainproject.com/route/110708667/psycho-city-kid,2.1,5.10a,1,25.0,40.7008,-110.89827,False,False,Utah,Northeast Utah,Uinta Mountains,Moosehorn,Wall of Mirrors,False,True,False,False,False,False,10.2
VooDoo Billy Man,https://www.mountainproject.com/route/110708691/voodoo-billy-man,2.2,5.10a,1,25.0,40.7008,-110.89827,False,False,Utah,Northeast Utah,Uinta Mountains,Moosehorn,Wall of Mirrors,False,True,False,False,False,False,10.2
Red Rucksack,https://www.mountainproject.com/route/110668495/red-rucksack,2.2,5.10a,1,60.0,40.70209,-110.89844,False,False,Utah,Northeast Utah,Uinta Mountains,Moosehorn,ERM Wall,False,True,False,False,False,False,10.2
Slow Dance with Liberty,https://www.mountainproject.com/route/106859190/slow-dance-with-liberty,2.6,5.10a,1,70.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False,10.2
Mosquito Coast,https://www.mountainproject.com/route/106886391/mosquito-coast,2.6,5.10a,1,55.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False,10.2
Saturday the 14th,https://www.mountainproject.com/route/106931667/saturday-the-14th,1.4,5.10a,1,55.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False,10.2
Pokerface,https://www.mountainproject.com/route/106886413/pokerface,2.2,5.10a/b,1,60.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False,10.3
Powerslave,https://www.mountainproject.com/route/114938136/powerslave,3.3,5.10a,1,100.0,40.73238,-110.84964,False,False,Utah,Northeast Utah,Uinta Mountains,Hayden Peak,Iron Hayden Wall,False,True,False,False,False,False,10.2
Holy Smoke,https://www.mountainproject.com/route/114611277/holy-smoke,2.9,5.10b,1,100.0,40.73238,-110.84964,False,False,Utah,Northeast Utah,Uinta Mountains,Hayden Peak,Iron Hayden Wall,False,True,False,False,False,False,10.4
Future Artifacts,https://www.mountainproject.com/route/111883519/future-artifacts,3.0,5.10a,2,180.0,40.7333,-110.8496,False,False,Utah,Northeast Utah,Uinta Mountains,Hayden Peak,s High Somewhere,False,True,False,False,False,False,10.2
Butterfly Arete,https://www.mountainproject.com/route/119347207/butterfly-arete,2.3,5.10,1,40.0,40.72406,-110.8701,False,False,Utah,Northeast Utah,Uinta Mountains,Butterfly Lake,,False,True,True,False,False,False,10.5
Cobra,https://www.mountainproject.com/route/111099703/cobra,2.9,5.10a,1,200.0,40.694,-110.90243,False,False,Utah,Northeast Utah,Uinta Mountains,Bald Mountain,Cobrazone,False,True,False,False,False,False,10.2
Agree to Disagree,https://www.mountainproject.com/route/119540257/agree-to-disagree,3.5,5.10a,1,105.0,40.69303,-110.90323,False,False,Utah,Northeast Utah,Uinta Mountains,Bald Mountain,The Pass Crag,False,True,False,False,False,False,10.2
Sunglasses and Mustaches,https://www.mountainproject.com/route/123049472/sunglasses-and-mustaches,3.0,5.10a,1,,40.69883,-110.89788,False,False,Utah,Northeast Utah,Uinta Mountains,Bald Mountain,Uncle Paul Wall,False,True,False,False,False,False,10.2
College Girl,https://www.mountainproject.com/route/114538386/college-girl,2.3,5.10b/c,1,100.0,40.7095,-110.91145,False,False,Utah,Northeast Utah,Uinta Mountains,Reids Basin,,False,True,False,False,False,False,10.5
Prickly Pitch,https://www.mountainproject.com/route/122757137/prickly-pitch,1.0,5.10a,1,60.0,40.69981,-110.96481,False,False,Utah,Northeast Utah,Uinta Mountains,Upper Wall Lake Tier,,False,True,False,False,False,False,10.2
Blue View,https://www.mountainproject.com/route/122757185/blue-view,1.5,5.10,1,60.0,40.69981,-110.96481,False,False,Utah,Northeast Utah,Uinta Mountains,Upper Wall Lake Tier,,False,True,False,False,False,False,10.5
Bit Burner,https://www.mountainproject.com/route/125002177/bit-burner,4.0,5.10b,1,60.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False,10.4
Tough Love,https://www.mountainproject.com/route/125002431/tough-love,3.0,5.10b,1,65.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False,10.4
Chasing Uncle Paul,https://www.mountainproject.com/route/125002456/chasing-uncle-paul,3.5,5.10b,1,70.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False,10.4
The Moore the Merrier,https://www.mountainproject.com/route/125003215/the-moore-the-merrier,3.0,5.10b,1,50.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False,10.4
Ledge,https://www.mountainproject.com/route/124744355/ledge,3.0,5.10,1,50.0,40.60199,-109.43005,False,False,Utah,Northeast Utah,Vernal Area,East Battle Ship,,False,False,False,False,False,False,10.5
Born After the 4th of July,https://www.mountainproject.com/route/119625208/born-after-the-4th-of-july,2.0,5.10-,1,45.0,40.94242,-110.16207,False,False,Utah,Northeast Utah,Flaming Gorge,Rock,,False,False,False,False,False,False,10.3
Botticelli Wasn't a Good Turtle Name,https://www.mountainproject.com/route/120638276/botticelli-wasnt-a-good-turtle-name,2.0,5.10a,1,40.0,40.891,-109.76765,False,False,Utah,Northeast Utah,Flaming Gorge,Windy Ridge,,False,False,False,False,False,False,10.2
Last Mango in Paris,https://www.mountainproject.com/route/120638423/last-mango-in-paris,1.0,5.10b/c,1,30.0,40.891,-109.76765,False,False,Utah,Northeast Utah,Flaming Gorge,Windy Ridge,,False,False,False,False,False,False,10.5
"(but they all don't care cause they have) ""No Underwear""",https://www.mountainproject.com/route/108069522/but-they-all-dont-care-cause-they-have-no-underwear,3.0,5.10c,1,85.0,37.3276,-109.8343,False,False,Utah,Southeast Utah,Valley of the Gods,Barricade Wall,,True,False,False,False,False,False,10.6
Zig Zag,https://www.mountainproject.com/route/106146106/zig-zag,1.7,5.10+,1,,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,10.7
Jacob's Ladder,https://www.mountainproject.com/route/106562992/jacobs-ladder,2.5,5.10+,1,35.0,38.54668,-109.59959,False,True,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,10.7
Pocket  Rocket,https://www.mountainproject.com/route/106297965/pocket-rocket,3.6,5.10c,1,65.0,38.56973,-109.66167,False,False,Utah,Southeast Utah,Potash Road,Day Canyon,Day Canyon Cragging Routes,False,False,False,False,False,False,10.6
Tax Free $,https://www.mountainproject.com/route/106466062/tax-free,3.1,5.10c,1,95.0,38.5714,-109.5815,False,False,Utah,Southeast Utah,Potash Road,Mars,,False,False,False,False,False,False,10.6
Androids,https://www.mountainproject.com/route/106466032/androids,2.5,5.10+,1,40.0,38.5714,-109.5815,False,False,Utah,Southeast Utah,Potash Road,Mars,,False,False,False,False,False,False,10.7
Space Oddity,https://www.mountainproject.com/route/119147895/space-oddity,2.0,5.10+,1,45.0,38.5714,-109.5815,False,False,Utah,Southeast Utah,Potash Road,Mars,,False,False,False,False,False,False,10.7
A Pound Of Choss,https://www.mountainproject.com/route/122081807/a-pound-of-choss,2.8,5.10b/c,1,75.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.5
Taming of the Boo,https://www.mountainproject.com/route/112556972/taming-of-the-boo,3.1,5.10c,1,75.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.6
Frothing For Pockets,https://www.mountainproject.com/route/122315288/frothing-for-pockets,2.8,5.10c,1,70.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.6
Eye of Newt,https://www.mountainproject.com/route/124191884/eye-of-newt,2.3,5.10+,1,80.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.7
Life Is A Banquet,https://www.mountainproject.com/route/120424692/life-is-a-banquet,2.9,5.10c/d,1,60.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.7
What's In A Name?,https://www.mountainproject.com/route/124247143/whats-in-a-name,3.0,5.10d,1,70.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.8
Side Show,https://www.mountainproject.com/route/117963089/side-show,2.4,5.10c,1,85.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.6
Dirty Harry Sends the Gnar,https://www.mountainproject.com/route/120002985/dirty-harry-sends-the-gnar,2.3,5.10b/c,1,75.0,38.6618,-109.49886,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.5
The Underling,https://www.mountainproject.com/route/120003014/the-underling,2.0,5.10+,1,75.0,38.6618,-109.49886,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,10.7
Hot Karl Sunday,https://www.mountainproject.com/route/105936665/hot-karl-sunday,2.9,5.10c,1,90.0,38.5092,-109.5995,False,False,Utah,Southeast Utah,Kane Springs Canyon,Ice Cream Parlor,,False,False,False,False,False,False,10.6
Vanilla Cream,https://www.mountainproject.com/route/106258086/vanilla-cream,1.8,5.10+,1,70.0,38.5092,-109.5995,False,False,Utah,Southeast Utah,Kane Springs Canyon,Ice Cream Parlor,,True,False,False,False,False,False,10.7
Earth Muffin Express,https://www.mountainproject.com/route/113794541/earth-muffin-express,2.7,5.10c/d,1,70.0,38.5092,-109.5995,True,False,Utah,Southeast Utah,Kane Springs Canyon,Ice Cream Parlor,,False,False,False,False,False,False,10.7
Lesson in Braille,https://www.mountainproject.com/route/106403207/lesson-in-braille,2.9,5.10c,1,80.0,38.8607,-109.7425,False,False,Utah,Southeast Utah,Sunshine Wall,Sunshine Wall Routes,,False,False,False,False,False,False,10.6
Walking on Sunshine,https://www.mountainproject.com/route/105718024/walking-on-sunshine,2.5,5.10d,1,80.0,38.8607,-109.7425,False,False,Utah,Southeast Utah,Sunshine Wall,Sunshine Wall Routes,,False,False,False,False,False,False,10.8
Funktastic,https://www.mountainproject.com/route/108717459/funktastic,3.0,5.10+,2,125.0,38.3615,-109.4306,True,False,Utah,Southeast Utah,191 South,Muleshoe Canyon,Sunvana Wall,True,False,False,False,False,False,10.7
Afternoon Delight,https://www.mountainproject.com/route/114011285/afternoon-delight,2.0,5.10c,1,30.0,37.29231,-109.55245,False,False,Utah,Southeast Utah,191 South,Bluff,Calf Canyon,False,False,False,False,False,False,10.6
Bow Tie,https://www.mountainproject.com/route/105718333/bow-tie,2.3,5.10d,1,70.0,38.49691,-109.31021,False,False,Utah,Southeast Utah,La Sal Mountains,Mill Creek,The Wicked Crag,False,False,False,False,False,False,10.8
Grateful He's Dead,https://www.mountainproject.com/route/106280353/grateful-hes-dead,2.9,5.10d,1,60.0,38.49649,-109.31053,True,False,Utah,Southeast Utah,La Sal Mountains,Mill Creek,The Sunny Side,False,False,False,False,False,False,10.8
Nate and Renee's,https://www.mountainproject.com/route/123317910/nate-and-renees,2.0,5.10+,1,80.0,38.49974,-109.30695,False,False,Utah,Southeast Utah,La Sal Mountains,Mill Creek,Other Mill Creek Areas,False,False,False,False,False,False,10.7
Strainer,https://www.mountainproject.com/route/111958999/strainer,3.6,5.10b/c,1,115.0,38.49515,-109.31586,False,False,Utah,Southeast Utah,La Sal Mountains,Mill Creek,The Confluence,False,False,False,False,False,False,10.5
Crosstown Traffic,https://www.mountainproject.com/route/112029034/crosstown-traffic,3.0,5.10+,1,80.0,38.49515,-109.31586,False,False,Utah,Southeast Utah,La Sal Mountains,Mill Creek,The Confluence,False,False,False,False,False,False,10.7
Extended Benefits,https://www.mountainproject.com/route/107928161/extended-benefits,2.5,5.10d,1,60.0,38.5632,-109.542,False,False,Utah,Southeast Utah,La Sal Mountains,North Fork,Job Board,False,False,False,False,False,False,10.8
Czechoslovakian Vagina,https://www.mountainproject.com/route/110794477/czechoslovakian-vagina,1.6,5.10b/c,1,,38.47194,-109.28111,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Good Times Wall,False,False,False,False,False,False,10.5
Bone Doctor,https://www.mountainproject.com/route/110794494/bone-doctor,3.0,5.10+,1,,38.47194,-109.28111,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Good Times Wall,False,False,False,False,False,False,10.7
Story of My Life,https://www.mountainproject.com/route/110794542/story-of-my-life,2.5,5.10c,1,,38.47194,-109.28026,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Times Wall,False,False,False,False,False,False,10.6
In Dew Time,https://www.mountainproject.com/route/114484503/in-dew-time,2.7,5.10+,1,70.0,38.47194,-109.28026,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Times Wall,False,False,False,False,False,False,10.7
Hand Prints,https://www.mountainproject.com/route/110794529/hand-prints,2.7,5.10d,1,,38.47194,-109.28026,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Times Wall,False,False,False,False,False,False,10.8
Lawn Dart,https://www.mountainproject.com/route/110794535/lawn-dart,2.5,5.10d,1,,38.47194,-109.28026,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Times Wall,False,False,False,False,False,False,10.8
Gate Keeper,https://www.mountainproject.com/route/110794700/gate-keeper,2.0,5.10d,1,,38.47171,-109.27949,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Ghostbuster Crag,False,False,False,False,False,False,10.8
Key Master,https://www.mountainproject.com/route/110794708/key-master,2.0,5.10d,1,,38.47171,-109.27949,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Ghostbuster Crag,False,False,False,False,False,False,10.8
Mighty Re-arranger,https://www.mountainproject.com/route/110794713/mighty-re-arranger,4.0,5.10b/c,1,,38.4716,-109.27892,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,arranger,False,False,False,False,False,False,10.5
Hydroponics,https://www.mountainproject.com/route/110794723/hydroponics,3.5,5.10d,1,,38.47144,-109.27882,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Ganja Wall,False,False,False,False,False,False,10.8
Hot Chicks on Wet Bikes,https://www.mountainproject.com/route/110794222/hot-chicks-on-wet-bikes,3.5,5.10+,1,75.0,38.47028,-109.27448,False,False,Utah,Southeast Utah,La Sal Mountains,Upper Dakota Crag,Trenchtown,False,False,False,False,False,False,10.7
More Beers than Bolts,https://www.mountainproject.com/route/119769647/more-beers-than-bolts,2.5,5.10b/c,1,30.0,38.60635,-110.0332,False,False,Utah,Southeast Utah,Labyrinth Canyon,Bowknot Bend,Bowknot Bend Saddle,False,False,False,False,False,False,10.5
Helitack Tower,https://www.mountainproject.com/route/121792557/helitack-tower,1.8,5.10+,3,320.0,38.48344,-109.40927,False,False,Utah,Southeast Utah,s Lake,,,False,False,False,False,False,False,10.7
Rincon,https://www.mountainproject.com/route/107714676/rincon,2.4,5.10c,1,35.0,40.44666,-111.68668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Membrane,False,False,False,False,False,False,10.6
Mucus,https://www.mountainproject.com/route/107309168/mucus,2.2,5.10d,1,40.0,40.44666,-111.68668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Membrane,False,False,False,False,False,False,10.8
Steel Monkey,https://www.mountainproject.com/route/106017395/steel-monkey,2.7,5.10d,1,50.0,40.44666,-111.68668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Membrane,False,False,False,False,False,False,10.8
Teenagers in Heat,https://www.mountainproject.com/route/106030797/teenagers-in-heat,2.4,5.10c,1,60.0,40.4503,-111.668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Division Wall,False,False,False,False,False,False,10.6
Remote  Control,https://www.mountainproject.com/route/105739961/remote-control,2.7,5.10d,1,,40.4503,-111.668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Division Wall,False,False,False,False,False,False,10.8
Kiddie Pool,https://www.mountainproject.com/route/111001031/kiddie-pool,2.9,5.10d,1,50.0,40.4503,-111.668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Division Wall,False,False,False,False,False,False,10.8
Baby Shark,https://www.mountainproject.com/route/124741847/baby-shark,2.4,5.10d,1,40.0,40.4503,-111.668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Division Wall,False,False,False,False,False,False,10.8
Denied,https://www.mountainproject.com/route/105999582/denied,1.8,5.10b/c,1,60.0,40.4511,-111.6701,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Escape Buttress,False,False,False,False,False,False,10.5
Motherload,https://www.mountainproject.com/route/106009113/motherload,1.7,5.10b/c,1,35.0,40.4511,-111.6701,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Escape Buttress,False,False,False,False,False,False,10.5
Steel Graffiti,https://www.mountainproject.com/route/105847408/steel-graffiti,2.2,5.10c,1,80.0,40.4511,-111.6701,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Escape Buttress,False,False,False,False,False,False,10.6
