Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,Rating_num
Roofer,https://www.mountainproject.com/route/106696230/roofer,2.6,5.12a,1,70.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,12.2
Batman,https://www.mountainproject.com/route/110369453/batman,3.3,5.12a,1,110.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,12.2
Roughneck,https://www.mountainproject.com/route/113719133/roughneck,2.6,5.12a,1,50.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,12.2
Flashing the Eave,https://www.mountainproject.com/route/107040311/flashing-the-eave,2.7,5.12a,1,75.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,12.2
Rib Braiser,https://www.mountainproject.com/route/117126211/rib-braiser,2.3,5.12a/b,1,70.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,12.3
Kevorkian,https://www.mountainproject.com/route/106836274/kevorkian,2.5,5.11b/c,1,20.0,40.2629,-111.6297,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Mouth Boulders,False,False,False,False,False,False,11.5
Swing Club,https://www.mountainproject.com/route/105963679/swing-club,4.0,5.12a,1,40.0,40.2643,-111.6234,True,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Rest Area,False,False,False,False,False,False,12.2
It's a Long Way to the Top,https://www.mountainproject.com/route/110304430/its-a-long-way-to-the-top,2.8,5.11d,1,90.0,40.267,-111.6246,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,DC Wall,False,False,False,False,False,False,11.8
Vitamine P,https://www.mountainproject.com/route/106699490/vitamine-p,2.9,5.11b/c,1,70.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,11.5
Beetlejuice,https://www.mountainproject.com/route/106143623/beetlejuice,2.6,5.11c,1,50.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,11.6
Rainbird,https://www.mountainproject.com/route/106604484/rainbird,1.7,5.11d,1,35.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,11.8
When You're Feeling Sinister,https://www.mountainproject.com/route/106607208/when-youre-feeling-sinister,2.3,5.11d,1,50.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,11.8
Moment of Decay,https://www.mountainproject.com/route/106611485/moment-of-decay,1.8,5.11d,1,45.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,11.8
Mozambique,https://www.mountainproject.com/route/106309653/mozambique,3.1,5.12a,1,,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,12.2
Chiquita,https://www.mountainproject.com/route/110165925/chiquita,2.3,5.12a,1,40.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,12.2
Snake Juice,https://www.mountainproject.com/route/106161386/snake-juice,2.5,5.11c,1,,40.26446,-111.61018,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Balcony,False,False,False,False,False,False,11.6
Learning to Fly,https://www.mountainproject.com/route/106161407/learning-to-fly,3.8,5.11d,1,,40.26446,-111.61018,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Balcony,False,False,False,False,False,False,11.8
Blood Ruby,https://www.mountainproject.com/route/106204456/blood-ruby,3.8,5.11d,1,35.0,40.2655,-111.621,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Treasure Island,False,False,False,False,False,False,11.8
Tour de Choss,https://www.mountainproject.com/route/113221743/tour-de-choss,3.0,5.12a,1,45.0,40.2655,-111.621,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Mine Wall,False,False,False,False,False,False,12.2
Middle Unknown,https://www.mountainproject.com/route/107816694/middle-unknown,,5.11b/c,1,30.0,39.9123,-111.744,False,False,Utah,Wasatch Range,Southern Wasatch,Santaquin Canyon,Avalanche Wall,False,False,False,False,False,False,11.5
Power Unknown,https://www.mountainproject.com/route/107816697/power-unknown,,5.11d,1,30.0,39.9123,-111.744,False,False,Utah,Wasatch Range,Southern Wasatch,Santaquin Canyon,Avalanche Wall,False,False,False,False,False,False,11.8
Strawberries Can't Jump,https://www.mountainproject.com/route/114468603/strawberries-cant-jump,2.0,5.12a,1,50.0,39.9046,-111.7325,False,False,Utah,Wasatch Range,Southern Wasatch,Santaquin Canyon,Strawberry Fields Wall,False,False,True,False,False,False,12.2
Unknown,https://www.mountainproject.com/route/118972281/unknown,2.8,5.11c,1,30.0,40.1716,-111.471,False,False,Utah,Wasatch Range,Southern Wasatch,Hobble Creek Canyon,Drone Wall,False,False,False,False,False,False,11.6
Unknown 5.11d,https://www.mountainproject.com/route/107231280/unknown-511d,3.3,5.11d,1,40.0,40.1716,-111.471,False,False,Utah,Wasatch Range,Southern Wasatch,Hobble Creek Canyon,Drone Wall,False,False,False,False,False,False,11.8
Beeleave,https://www.mountainproject.com/route/106291056/beeleave,3.6,5.12a/b,1,60.0,40.1716,-111.471,False,False,Utah,Wasatch Range,Southern Wasatch,Hobble Creek Canyon,Drone Wall,False,False,False,False,False,False,12.3
Old school,https://www.mountainproject.com/route/107277193/old-school,3.0,5.11+,1,100.0,40.1855,-111.4645,False,False,Utah,Wasatch Range,Southern Wasatch,Hobble Creek Canyon,The Original Wall,True,False,False,False,False,False,11.7
Habib roohi,https://www.mountainproject.com/route/117945383/habib-roohi,2.0,5.11c,2,170.0,40.34579,-111.6723,False,False,Utah,Wasatch Range,Southern Wasatch,Dry Canyon,Mammoth Wall,False,False,True,False,False,False,11.6
Hold your Tongue,https://www.mountainproject.com/route/107119587/hold-your-tongue,1.5,5.11c,1,65.0,40.1803,-111.59288,False,False,Utah,Wasatch Range,Southern Wasatch,Sunset Cliffs,Sunset Cliffs,False,False,False,False,False,False,11.6
Norma Brow,https://www.mountainproject.com/route/110137564/norma-brow,2.7,5.11c,1,60.0,40.27488,-111.62795,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,Facing Wall,False,False,False,False,False,False,11.6
The Illustrious One,https://www.mountainproject.com/route/110141912/the-illustrious-one,3.2,5.11c,1,110.0,40.27488,-111.62795,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,Facing Wall,False,False,False,False,False,False,11.6
Phosphorescence,https://www.mountainproject.com/route/110141916/phosphorescence,2.8,5.11c,1,110.0,40.27488,-111.62795,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,Facing Wall,False,False,False,False,False,False,11.6
Illuminator,https://www.mountainproject.com/route/110137573/illuminator,3.3,5.11d,1,50.0,40.27488,-111.62795,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,Facing Wall,False,False,False,False,False,False,11.8
Radiance,https://www.mountainproject.com/route/110137587/radiance,2.5,5.11d,1,80.0,40.27488,-111.62795,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,Facing Wall,False,False,False,False,False,False,11.8
Unemployment Line,https://www.mountainproject.com/route/112533698/unemployment-line,2.0,5.12a,1,80.0,40.27488,-111.62795,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,Facing Wall,False,False,False,False,False,False,12.2
Power Path,https://www.mountainproject.com/route/114067643/power-path,3.5,5.12a,1,55.0,40.27487,-111.62792,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,facing Wall,False,False,False,False,False,False,12.2
Blacklight,https://www.mountainproject.com/route/114223110/blacklight,2.0,5.12a,1,,40.27487,-111.62792,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,facing Wall,False,False,False,False,False,False,12.2
Tufan,https://www.mountainproject.com/route/118788018/tufan,2.5,5.12a,1,70.0,40.27487,-111.62792,False,False,Utah,Wasatch Range,Southern Wasatch,The Hinterlands,facing Wall,False,False,False,False,False,False,12.2
Daily Grind,https://www.mountainproject.com/route/123640967/daily-grind,2.6,5.11+,1,50.0,40.5733,-111.771,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Crescent Crack Buttress,False,False,False,False,False,False,11.7
If Looks Could Kill,https://www.mountainproject.com/route/105741362/if-looks-could-kill,2.5,5.11d,1,60.0,40.5733,-111.771,False,True,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Crescent Crack Buttress,False,False,False,False,False,False,11.8
Crank in the Woods,https://www.mountainproject.com/route/105889739/crank-in-the-woods,1.4,5.11d,1,50.0,40.5733,-111.771,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Crescent Crack Buttress,False,False,False,False,False,False,11.8
No Jive Arete,https://www.mountainproject.com/route/106058808/no-jive-arete,2.8,5.12a,1,120.0,40.5733,-111.771,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Crescent Crack Buttress,False,False,False,False,False,False,12.2
Exsqueeze Me,https://www.mountainproject.com/route/105742013/exsqueeze-me,2.9,5.11d,1,60.0,40.57418,-111.77065,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Coffin Buttress,False,False,False,False,False,False,11.8
Punany,https://www.mountainproject.com/route/105740216/punany,2.9,5.11b/c,1,70.0,40.5738,-111.7549,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Kermits Wall,False,False,False,False,False,False,11.5
Surprise Beginning,https://www.mountainproject.com/route/122353662/surprise-beginning,1.0,5.11+,1,120.0,40.5741,-111.7543,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Green Adjective Gully,False,False,False,False,False,False,11.7
All Chalk And No Action,https://www.mountainproject.com/route/105741905/all-chalk-and-no-action,3.6,5.12a,1,60.0,40.5741,-111.7543,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Green Adjective Gully,False,False,False,False,False,False,12.2
Badlands,https://www.mountainproject.com/route/107225996/badlands,3.0,5.12-,1,70.0,40.5741,-111.7543,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Green Adjective Gully,False,False,False,False,False,False,12.3
Men of Mayhem,https://www.mountainproject.com/route/115443640/men-of-mayhem,2.8,5.12a,1,105.0,40.57399,-111.76119,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,The Fin,False,False,False,False,False,False,12.2
Clip it or Skip It,https://www.mountainproject.com/route/105866599/clip-it-or-skip-it,2.1,5.11b/c,1,60.0,40.5739,-111.7562,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,The,False,False,False,False,False,False,11.5
Flown the Coop,https://www.mountainproject.com/route/108429456/flown-the-coop,2.1,5.11c,1,40.0,40.5739,-111.7562,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,The,False,False,False,False,False,False,11.6
Too Close For Comfort,https://www.mountainproject.com/route/121886495/too-close-for-comfort,2.3,5.12a,1,60.0,40.5739,-111.7562,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,The,False,False,True,False,False,False,12.2
Small Block,https://www.mountainproject.com/route/106534443/small-block,2.0,5.11+,1,45.0,40.56883,-111.74168,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Great White Icicle Area,False,False,False,False,False,False,11.7
Astair,https://www.mountainproject.com/route/106192306/astair,2.1,5.12a,1,45.0,40.56883,-111.74168,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Great White Icicle Area,False,False,False,False,False,False,12.2
Medussa,https://www.mountainproject.com/route/105949830/medussa,3.8,5.11b/c,1,80.0,40.59015,-111.64812,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.5
Shelter from the Storm,https://www.mountainproject.com/route/106011398/shelter-from-the-storm,3.4,5.12a,2,,40.59015,-111.64812,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,12.2
Hell Yes!,https://www.mountainproject.com/route/117790933/hell-yes,2.9,5.12a/b,1,95.0,40.59015,-111.64812,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,12.3
From Trilobites to Lycra Tights,https://www.mountainproject.com/route/107772168/from-trilobites-to-lycra-tights,1.7,5.11d,1,100.0,40.59036,-111.64841,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,True,False,False,False,False,False,11.8
Blind Faith,https://www.mountainproject.com/route/106273549/blind-faith,2.3,5.11b/c,1,50.0,40.59051,-111.64858,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.5
Virga,https://www.mountainproject.com/route/107293752/virga,3.0,5.11d,1,100.0,40.59051,-111.64858,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.8
Heroes are Zeros,https://www.mountainproject.com/route/108229804/heroes-are-zeros,2.2,5.11d,1,115.0,40.59051,-111.64858,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,True,False,False,False,False,False,11.8
Shock & Awe,https://www.mountainproject.com/route/106025462/shock-awe,2.8,5.11b/c,1,60.0,40.59033,-111.64526,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.5
Gondola Blues AKA: Just Say No,https://www.mountainproject.com/route/124548953/gondola-blues-aka-just-say-no,3.0,5.11d,1,60.0,40.59012,-111.64445,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.8
Public Nuisance,https://www.mountainproject.com/route/105958684/public-nuisance,3.1,5.11b/c,1,70.0,40.58991,-111.64385,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.5
Unknown,https://www.mountainproject.com/route/117763019/unknown,2.0,5.11d,1,90.0,40.58991,-111.64385,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,11.8
Septic Death,https://www.mountainproject.com/route/106025475/septic-death,1.5,5.12a,1,90.0,40.58991,-111.64385,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Hellgate Cliffs,False,False,False,False,False,False,12.2
One Time at Band Camp,https://www.mountainproject.com/route/105835900/one-time-at-band-camp,2.4,5.11+,1,80.0,40.5685,-111.73617,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Coal Pit Buttress,False,False,False,False,False,False,11.7
The Show Must Go On,https://www.mountainproject.com/route/123320319/the-show-must-go-on,3.0,5.12a,1,110.0,40.5685,-111.73617,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Coal Pit Buttress,False,False,False,False,False,False,12.2
Last of The Summer Wine,https://www.mountainproject.com/route/107681334/last-of-the-summer-wine,3.0,5.12-,1,50.0,40.57454,-111.75817,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Westwind Buttress,True,False,False,False,False,False,12.3
Downward Spiral,https://www.mountainproject.com/route/106274369/downward-spiral,2.5,5.11+,1,50.0,40.57744,-111.7029,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Tanners Gulch,False,False,False,False,False,False,11.7
Rule the World,https://www.mountainproject.com/route/106278279/rule-the-world,2.8,5.11b/c,1,120.0,40.57744,-111.7029,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Tanners Gulch,False,False,False,False,False,False,11.5
Straight to Rehab,https://www.mountainproject.com/route/112144607/straight-to-rehab,2.0,5.12a,1,30.0,40.579,-111.70277,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Tanners Gulch,False,False,False,False,False,False,12.2
Gateway Drug,https://www.mountainproject.com/route/107682413/gateway-drug,2.6,5.12a,1,50.0,40.579,-111.70277,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Tanners Gulch,True,False,False,False,False,False,12.2
Apparition,https://www.mountainproject.com/route/106880171/apparition,3.1,5.11+,1,110.0,40.57744,-111.7029,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Tanners Gulch,False,False,False,False,False,False,11.7
Specter,https://www.mountainproject.com/route/106879513/specter,4.0,5.11d,1,100.0,40.57744,-111.7029,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Tanners Gulch,False,False,False,False,False,False,11.8
Devil's Lettuce,https://www.mountainproject.com/route/119209867/devils-lettuce,2.5,5.12a,2,220.0,40.56562,-111.61357,False,False,Utah,Wasatch Range,Central Wasatch,Little Cottonwood Canyon,Albion Basin,False,True,False,False,False,False,12.2
