Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Our Mrs. Reynolds","Persephone > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326441/our-mrs-reynolds,3.0,-1,Sport,5.10c,1,60,40.45068,-111.66634
Reaver,"Persephone > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326433/reaver,2.0,-1,Sport,5.10d,1,60,40.45068,-111.66634
"Aim to Misbehave","The Rim > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326460/aim-to-misbehave,2.3,-1,Sport,5.10d,1,60,40.45048,-111.66621
"Grotesque Operations","The Internet > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/122379418/grotesque-operations,2.3,-1,Sport,5.10+,1,70,40.44118,-111.70239
"Cambrian Grey","Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105739976/cambrian-grey,2.6,-1,Sport,5.10c,1,,40.26544,-111.61505
"Lacy Doggie Panties","Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105856864/lacy-doggie-panties,1.9,-1,Sport,5.10c,1,65,40.26544,-111.61505
"Desperate Land","Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106375280/desperate-land,2.9,-1,Sport,5.10c,1,,40.26544,-111.61505
Raid,"Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106018396/raid,3.0,-1,Sport,5.10d,1,70,40.26544,-111.61505
Desperado,"Red Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741509/desperado,2.5,-1,"Sport, TR",5.10d,1,50,40.2645,-111.6236
"Neosymian Thugs","Ed and Terry Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106397713/neosymian-thugs,2.3,-1,Sport,5.10c,1,50,40.2645,-111.6232
"Mr Numbers","The Kitchen > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741887/mr-numbers,1.9,-1,"Sport, TR",5.10d,1,30,40.2657,-111.622
"Lounge Lizards P1","George > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106067484/lounge-lizards-p1,2.2,-1,Sport,5.10b/c,1,70,40.2656,-111.6217
"Altar Boy","PA's Mother > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106805960/altar-boy,2.0,-1,"Trad, Sport","5.10b/c PG13",1,100,40.2656,-111.6204
"E.B. Jeebies","PA's Mother > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106160187/eb-jeebies,2.6,-1,Sport,5.10d,1,60,40.2656,-111.6204
"Black Rose","Black Rose > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106053868/black-rose,2.7,-1,"Sport, TR",5.10d,1,55,40.2652,-111.6237
Battleship,"Tinker Toys > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105842072/battleship,2.9,-1,"Sport, TR",5.10b/c,1,30,40.265,-111.6223
"The Hidden","The Hidden > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741716/the-hidden,2.5,-1,Sport,5.10c,1,50,40.2649,-111.6105
Metal,"The Hidden > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105995289/metal,3.1,-1,Sport,5.10c/d,1,40,40.2649,-111.6105
Flakenstein,"The Hidden > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105999238/flakenstein,2.4,-1,Sport,5.10d,1,70,40.2649,-111.6105
"Shaken But Not Stirred","The Hidden > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106240239/shaken-but-not-stirred,2.0,-1,Sport,5.10d,1,50,40.2649,-111.6105
Shaved,"The Adjective > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106492470/shaved,2.5,-1,Sport,5.10c,1,40,40.2645,-111.612
"Smell the Glove","Tap Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105965593/smell-the-glove,2.9,-1,Sport,5.10d,1,60,40.2651,-111.6125
"Back in the Saddle","Super Bowl Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106027181/back-in-the-saddle,2.3,-1,Sport,5.10d,1,40,40.2667,-111.6263
Radidudical,"The Wasp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106141322/radidudical,2.4,-1,Sport,5.10c,1,50,40.2665,-111.625
"Glacial Recession","The Wasp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106291503/glacial-recession,2.2,-1,Sport,5.10d,1,25,40.2665,-111.625
"Unknown Roof","The Wasp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/123050492/unknown-roof,4.0,-1,Sport,5.10d,1,25,40.2665,-111.625
"Gollum's Column","Trilogy Buttress > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107199034/gollums-column,2.2,-1,Sport,5.10c,2,200,40.2675,-111.6254
"Wizard of Wiz","Blue Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106729604/wizard-of-wiz,2.3,-1,Sport,5.10c,1,75,40.2661,-111.6118
"Hardheaded ...","Blue Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105970572/hardheaded,1.8,-1,Sport,5.10c/d,1,70,40.2661,-111.6118
"Back in Black","AC/DC Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106131382/back-in-black,2.6,-1,Sport,5.10c,1,40,40.267,-111.6246
Angus,"AC/DC Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106222579/angus,2.3,-1,Sport,5.10c,1,50,40.267,-111.6246
"Be All That You Can Be","Bad Bananas > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106127240/be-all-that-you-can-be,3.1,-1,Sport,5.10+,3,200,40.2666,-111.6263
"Oscar the Grouch","Bad Bananas > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106143619/oscar-the-grouch,2.5,-1,Sport,5.10d,1,90,40.2666,-111.6263
"The Third String/Unnamed","Training Camp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106127290/the-third-stringunnamed,2.8,-1,Sport,5.10c,2,140,40.2666,-111.6273
"There is No Try","Training Camp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106565283/there-is-no-try,2.5,-1,Sport,5.10c,1,,40.2666,-111.6273
