Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tumbleweed Inferno","Sunshine Wall Routes > Sunshine Wall > Southeast Utah > Utah",https://www.mountainproject.com/route/110227281/tumbleweed-inferno,2.5,-1,Sport,5.9+,1,145,38.8607,-109.7425
"The Calla Way","Small Adventures Wall / 313 Slabs > State Highway 313 > Southeast Utah > Utah",https://www.mountainproject.com/route/112835972/the-calla-way,2.4,-1,"Sport, TR",5.9,1,100,38.65324,-109.7204
"Put Your Hands on Me","Small Adventures Wall / 313 Slabs > State Highway 313 > Southeast Utah > Utah",https://www.mountainproject.com/route/112836652/put-your-hands-on-me,2.5,-1,"Sport, TR",5.9,1,100,38.65324,-109.7204
"Beyer Friction","Small Adventures Wall / 313 Slabs > State Highway 313 > Southeast Utah > Utah",https://www.mountainproject.com/route/112836697/beyer-friction,2.0,-1,"Sport, TR","5.9 R",1,100,38.65324,-109.7204
"What's That?","Small Adventures Wall / 313 Slabs > State Highway 313 > Southeast Utah > Utah",https://www.mountainproject.com/route/120562150/whats-that,3.0,-1,Sport,5.9+,1,100,38.65324,-109.7204
"White Line Fever","Sunvana Wall > Muleshoe Canyon > 191 South > Southeast Utah > Utah",https://www.mountainproject.com/route/108459085/white-line-fever,1.8,-1,Sport,"5.9- PG13",1,80,38.3615,-109.4306
Funemployment,"Job Board > North Fork > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/107928170/funemployment,3.0,-1,Sport,5.9+,1,60,38.5632,-109.542
"Left Out","Times Up > Lower Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/114528231/left-out,1.0,-1,Sport,5.9-,1,40,38.47235,-109.28208
"Guava Jelly","Trenchtown > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794133/guava-jelly,3.3,-1,Sport,5.9+,1,80,38.47028,-109.27448
Cockblocker,"Trenchtown > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794231/cockblocker,3.1,-1,Sport,5.9+,1,45,38.47028,-109.27448
Butterfingers,"The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107744894/butterfingers,2.4,-1,Sport,5.9,1,59,40.44666,-111.68668
"Physical Therapy","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741701/physical-therapy,2.4,-1,Sport,5.9,1,60,40.4503,-111.668
"Camon's 9","Escape Buttress > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117275596/camons-9,1.8,-1,Sport,5.9-,1,60,40.4511,-111.6701
"Vaporous Apparition","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741350/vaporous-apparition,2.1,-1,Sport,5.9,1,,40.4507,-111.6717
"Quicker Picker Upper","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105838776/quicker-picker-upper,2.0,-1,Sport,5.9,1,55,40.4507,-111.6717
"Unknown Left","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105841604/unknown-left,2.1,-1,Sport,5.9,1,55,40.4507,-111.6717
Stump,"Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105885695/stump,2.1,-1,Sport,5.9,1,40,40.4507,-111.6717
"Child's Play","Juniper Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105742163/childs-play,2.2,-1,"Sport, TR",5.9,1,46,40.4461,-111.6948
"Three Amigos","Cannabis Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106193647/three-amigos,2.0,-1,Sport,5.9+,1,60,40.44647,-111.68747
"Raspberry Dreams","Isolation Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111001252/raspberry-dreams,2.4,-1,Sport,5.9,1,40,40.44649,-111.68579
29,"Isolation Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111013336/29,2.3,-1,Sport,5.9,1,43,40.44649,-111.68579
"Don't Avoid What Is Easy","The B-52 Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118045097/dont-avoid-what-is-easy,1.9,-1,Sport,5.9-,1,45,40.44548,-111.69298
"Hallowed Ground","The B-52 Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117686346/hallowed-ground,3.5,-1,Sport,5.9,1,100,40.44548,-111.69298
19,"The B-52 Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118036041/19,2.4,-1,Sport,"5.9 PG13",1,50,40.44548,-111.69298
"Hornets Nest","Beer Can Alley > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106481519/hornets-nest,2.8,-1,Sport,5.9,1,45,40.4452,-111.6982
Stingray,"Two O'Clock Rock > Tank Canyon > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106493624/stingray,1.7,-1,"Sport, TR",5.9,1,25,40.4476,-111.6866
"Dag Nasty Part Deux","Old School Rock > Tank Canyon > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106908335/dag-nasty-part-deux,2.5,-1,Sport,5.9,1,125,40.4469,-111.6881
"Blue Falcon","The Blue Walls > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107722739/blue-falcon,2.2,-1,Sport,5.9+,1,70,40.44338,-111.69085
"Charlie Don't Surf","South-Facing Wall > The Hideaway > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107582950/charlie-dont-surf,2.0,-1,Sport,5.9,1,35,40.4477,-111.7005
"Unknown 3","South-Facing Wall > The Hideaway > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107628683/unknown-3,1.4,-1,Sport,5.9,1,30,40.4477,-111.7005
"Working in a Coal Mine","Unknown Pleasures > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112110006/working-in-a-coal-mine,2.9,-1,Sport,5.9,1,115,40.4445,-111.6966
"Out of Gas","Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326353/out-of-gas,3.1,-1,Sport,5.9,1,60,40.45095,-111.66614
"Out to the Black","Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326364/out-to-the-black,2.3,-1,Sport,5.9,1,60,40.45095,-111.66614
Bushwhacked,"Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326404/bushwhacked,2.6,-1,Sport,5.9,1,80,40.45095,-111.66614
"Black Market Beagles","Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326370/black-market-beagles,2.4,-1,Sport,5.9+,1,60,40.45095,-111.66614
Heck,"El Diablo Wall > Hell Area > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107719622/heck,1.9,-1,"Sport, TR",5.9,1,50,40.44645,-111.69372
Unknown,"Hell Wall > Hell Area > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107720397/unknown,1.8,-1,Sport,5.9+,1,55,40.44645,-111.69416
"High Noon","The Outlaw Crag > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124987299/high-noon,1.5,-1,Sport,5.9+,1,25,40.45168,-111.66811
"Green Jello","Green Monster Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105742124/green-jello,2.8,-1,Sport,5.9,2,140,40.2651,-111.6222
"Darkness at Seven","Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105739973/darkness-at-seven,1.0,-1,Sport,5.9+,1,,40.26544,-111.61505
"The Mantel Route","Red Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741248/the-mantel-route,2.5,-1,"Sport, TR",5.9,1,70,40.2645,-111.6236
"Red Dwarf","Red Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105742193/red-dwarf,2.1,-1,"Sport, TR","5.9 PG13",1,70,40.2645,-111.6236
"Red Red Whine","Red Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105802352/red-red-whine,2.4,-1,Sport,5.9,1,50,40.2645,-111.6236
"Lounge Lizards Variation","George > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105980131/lounge-lizards-variation,2.6,-1,Sport,5.9,1,50,40.2656,-111.6217
Flavortown,"George > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114527781/flavortown,1.5,-1,Sport,5.9,1,30,40.2656,-111.6217
"Exposed Cleavage","PA's Mother > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106005423/exposed-cleavage,2.5,-1,Sport,5.9,1,90,40.2656,-111.6204
Quality,"PA's Mother > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105975581/quality,2.4,-1,Sport,5.9+,1,65,40.2656,-111.6204
"G.I. Joe","Tinker Toys > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105742100/gi-joe,2.0,-1,"Sport, TR",5.9,1,30,40.265,-111.6223
Boltergeist,"The Hidden > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105823877/boltergeist,2.0,-1,Sport,5.9,1,45,40.2649,-111.6105
"Good for Your Soul","Boingo Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105932093/good-for-your-soul,1.9,-1,Sport,5.9,1,35,40.2651,-111.613
"Monkey Bars","The Zoo > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106238394/monkey-bars,1.8,-1,Sport,5.9+,1,40,40.2642,-111.6125
Hairy,"The Adjective > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106492465/hairy,1.7,-1,Sport,5.9,1,35,40.2645,-111.612
"Spank the Monkey","Upper Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105809240/spank-the-monkey,1.7,-1,Sport,5.9,1,70,40.2656,-111.6138
"Sick at 17000","Super Bowl Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105973392/sick-at-17000,1.6,-1,Sport,5.9,1,40,40.2667,-111.6263
Vagabond,"The Cooler > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107786803/vagabond,1.6,-1,Sport,5.9,1,50,40.2636,-111.6092
"Super Knat","The Wasp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105846671/super-knat,1.7,-1,Sport,5.9,1,50,40.2665,-111.625
"Tillite Delight","The Wasp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106135382/tillite-delight,2.2,-1,Sport,5.9+,1,25,40.2665,-111.625
"Lord of the Slings","Trilogy Buttress > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105853685/lord-of-the-slings,2.7,-1,Sport,5.9,4,600,40.2675,-111.6254
"Frodo Lives","Trilogy Buttress > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106054941/frodo-lives,2.6,-1,Sport,5.9,2,200,40.2675,-111.6254
"Nine in Black","Trilogy Buttress > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106054965/nine-in-black,2.3,-1,Sport,5.9,1,100,40.2675,-111.6254
"Return of the King","Trilogy Buttress > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107325361/return-of-the-king,2.7,-1,Sport,5.9,1,60,40.2675,-111.6254
"Step Into A Slim Jim","The Meat Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106155044/step-into-a-slim-jim,1.8,-1,Sport,5.9+,1,25,40.2653,-111.622
"Screen Printer","The Jobsite > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106067828/screen-printer,2.1,-1,Sport,5.9,1,,40.2665,-111.624
Snatch,"The Jobsite > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106087036/snatch,2.7,-1,Sport,5.9,3,250,40.2665,-111.624
"Free Admission","Dork Dot Rock > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105953350/free-admission,2.0,-1,"Sport, TR",5.9,1,35,40.26628,-111.62282
"Brain Full of Spiders","Bad Bananas > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106302604/brain-full-of-spiders,2.4,-1,Sport,5.9+,4,270,40.2666,-111.6263
"Covey Leader to Raven","Training Camp > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106131748/covey-leader-to-raven,2.6,-1,Sport,5.9,2,140,40.2666,-111.6273
"Ruder Than You","Ska Block > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106150574/ruder-than-you,2.0,-1,Sport,5.9,1,40,40.265,-111.6235
"Approach Pitch","The Balcony > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106413972/approach-pitch,0.9,-1,Sport,5.9,1,,40.26446,-111.61018
"Milky Way","Milky Way Wall > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106202757/milky-way,2.5,-1,Sport,5.9,1,,40.26569,-111.61284
"Deep Impact","Milky Way Wall > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106202947/deep-impact,0.8,-1,Sport,5.9,1,,40.26569,-111.61284
"Failure to Launch","Mission Control Block > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106202711/failure-to-launch,2.2,-1,Sport,5.9+,1,,40.2657,-111.61303
Tydirium,"Endor Wall > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106404918/tydirium,1.9,-1,Sport,5.9,1,,40.2662,-111.6141
"It's a Trap!","Death Star > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106202746/its-a-trap,2.0,-1,Sport,5.9,1,,40.26616,-111.61357
"Jawa Jam","Tatooine > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106405078/jawa-jam,3.5,-1,Sport,5.9,1,115,40.26667,-111.61443
Hyperspace,"Tatooine > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106415144/hyperspace,2.8,-1,Sport,5.9,1,85,40.26667,-111.61443
Midichlorophobia,"Tatooine > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106783845/midichlorophobia,2.9,-1,Sport,5.9+,2,,40.26667,-111.61443
Congo,"The Wild > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106211457/congo,2.0,-1,Sport,5.9+,1,40,40.2646,-111.6122
"Full Nelson","Solitary Misdemeanors > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106248183/full-nelson,1.8,-1,Sport,5.9,1,55,40.2665,-111.6076
"Bay of Fundy","Low Tide > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106257159/bay-of-fundy,2.6,-1,Sport,5.9,1,45,40.2646,-111.6121
"Cosmic Space Dust Lazers","Layer Cake > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106147229/cosmic-space-dust-lazers,2.8,-1,Sport,5.9,9,1000,40.2667,-111.6245
Ledgarithm,"Layer Cake > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106147239/ledgarithm,2.4,-1,Sport,5.9,4,300,40.2667,-111.6245
"Cross Process","Petrichor Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110744832/cross-process,2.3,-1,Sport,5.9,1,60,40.26426,-111.61342
"Go West","2.4 mile Unknown > Santaquin Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/121559243/go-west,2.0,-1,"Sport, TR",5.9+,1,30,39.9315,-111.7628
"White as Col","2.4 mile Unknown > Santaquin Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/121559325/white-as-col,2.0,-1,Sport,5.9+,1,35,39.9315,-111.7628
"Strawberry Blonde","Strawberry Fields Wall > Santaquin Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/109087857/strawberry-blonde,1.5,-1,Sport,5.9,1,50,39.9046,-111.7325
"Watch for falling rocks","New Sub-Area 1 > Short Hollow > Spanish Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107277377/watch-for-falling-rocks,0.7,-1,"Trad, Sport","5.9+ X",1,115,40.00156,-111.40698
Stinger,"Drone Wall > Hobble Creek Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106437742/stinger,2.1,-1,Sport,5.9,1,40,40.1716,-111.471
"Divine Intervention","Mammoth Wall > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107311366/divine-intervention,2.8,-1,Sport,5.9,1,70,40.34579,-111.6723
"Pokadot n moonbeams","Cretaceous Crag > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118860052/pokadot-n-moonbeams,2.3,-1,"Sport, TR",5.9-,1,60,40.34219,-111.67637
Pterodactyl,"Cretaceous Crag > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118859816/pterodactyl,1.3,-1,Sport,5.9,1,90,40.34219,-111.67637
"Covid 19","Cretaceous Crag > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118860264/covid-19,2.7,-1,"Sport, TR",5.9,1,80,40.34219,-111.67637
"Shuttered Room","Cretaceous Crag > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118859885/shuttered-room,2.5,-1,"Sport, TR",5.9+,1,90,40.34219,-111.67637
"Fly By","Cretaceous Crag > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113327955/fly-by,2.1,-1,Sport,5.9+,1,35,40.34219,-111.67637
"Tempered Glass","Mary Ellen's Gulch > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107690974/tempered-glass,3.0,-1,Sport,5.9,1,40,40.53072,-111.61742
"Double Pane","Mary Ellen's Gulch > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107690991/double-pane,2.7,-1,Sport,5.9,1,40,40.53072,-111.61742
"Yogi Bear Flake","Mary Ellen's Gulch > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107721317/yogi-bear-flake,2.5,-1,Sport,5.9,1,30,40.53072,-111.61742
"Sport Mining","Mary Ellen's Gulch > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107687115/sport-mining,3.0,-1,Sport,5.9+,1,80,40.53072,-111.61742
"Gun Dog","Mary Ellen's Gulch > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107687781/gun-dog,2.5,-1,Sport,5.9+,1,40,40.53072,-111.61742
Hinterlander,"South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110137579/hinterlander,3.1,-1,Sport,5.9,1,60,40.27488,-111.62795
"Wake n' Bake","South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112351267/wake-n-bake,2.6,-1,Sport,5.9,1,85,40.27488,-111.62795
"Good Time Charlie","West-facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113922425/good-time-charlie,2.7,-1,Sport,5.9,1,80,40.27487,-111.62792
Waterslide,"Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740429/waterslide,1.5,-1,Sport,5.9+,1,50,40.5733,-111.771
"Chris Minneci Memorial Route","The Egg > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112140866/chris-minneci-memorial-route,2.8,-1,Sport,5.9,1,70,40.57405,-111.76875
"Comfort Zone","Waterfront, The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741179/comfort-zone,2.2,-1,Sport,5.9,1,70,40.5739,-111.7562
"Comfort of Strangers","Waterfront, The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118974826/comfort-of-strangers,2.1,-1,Sport,5.9+,1,100,40.5739,-111.7562
"Leap of Faith","Waterfront, The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110097876/leap-of-faith,1.8,-1,"Sport, TR",5.9+,1,50,40.5739,-111.7562
"Calderone Slab","Plumb Line Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114450024/calderone-slab,1.6,-1,Sport,5.9,1,100,40.57437,-111.75696
"The Stone Cutter","The Gem Stone > Black Peeler Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113695590/the-stone-cutter,2.6,-1,Sport,5.9,1,45,40.57444,-111.75121
"Monkey Paw","Main Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113194596/monkey-paw,2.3,-1,Sport,5.9,1,85,40.59065,-111.6495
"Little Hellion","Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741566/little-hellion,2.7,-1,Sport,5.9,1,120,40.59015,-111.64812
Bollocks,"Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106020501/bollocks,2.3,-1,Sport,5.9+,1,60,40.59015,-111.64812
